DATASET	N_CONFS	ISOMERIC_SMILES	NONISOMERIC_SMILES
pepconf-dlc	922	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNc4c3cccc4)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	111	CC(=O)NCC(=O)N[C@@H](CC1=CNC=N1)C(=O)N	CC(=O)NCC(=O)NC(CC1=CNC=N1)C(=O)N
pepconf-dlc	325	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	120	C[C@H]([C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)C)O	CC(C(C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C)O
pepconf-dlc	282	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CC1=CNC=N1)C(=O)N
pepconf-dlc	295	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CC2=CNC=N2)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	282	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	89	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC=N2)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNC=N2)C(=O)N
pepconf-dlc	493	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	407	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	115	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N	CC(=O)NC(Cc1ccccc1)C(=O)NC(CC2=CNC=N2)C(=O)N
pepconf-dlc	116	CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	426	CC(C)[C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)C)NC(=O)[C@H](CC(=O)[O-])NC(=O)C	CC(C)C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(CO)C(=O)N)NC(=O)C(Cc1ccccc1)NC(=O)C)NC(=O)C(CC(=O)[O-])NC(=O)C
pepconf-dlc	39	CC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N	CC(=O)N1CCCC1C(=O)N2CCCC2C(=O)N
pepconf-dlc	62	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CC(C)C)Cc3ccc(cc3)O	CCC(C)C1C(=O)NC(C(=O)N2CCCC2C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CC(C)C)Cc3ccc(cc3)O
pepconf-dlc	421	CC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N	CC(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(CC3=CNc4c3cccc4)C(=O)N
pepconf-dlc	267	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)N2CCCC2C(=O)NC(Cc3ccccc3)C(=O)NC(Cc4ccccc4)C(=O)N
pepconf-dlc	121	C[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)C(C)C)Cc3ccccc3	CC1C(=O)N2CCCC2C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CO)C(C)C)Cc3ccccc3
pepconf-dlc	107	C[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N)NC(=O)C	CC(C(=O)NC(Cc1ccccc1)C(=O)N)NC(=O)C
pepconf-dlc	569	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)N2CCCC2C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	60	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(Cc1ccc(cc1)O)NC(=O)C)O
pepconf-dlc	259	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)N2CCCC2C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	660	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	210	CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C
pepconf-dlc	523	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)N3CCCC3C(=O)NC(CCSC)C(=O)N
pepconf-dlc	50	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)C)O	CC(C)C(C(=O)NC(C(C)O)C(=O)N)NC(=O)C
pepconf-dlc	225	CC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(CCSC)C(=O)N
pepconf-dlc	193	CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N2CCC[C@H]2C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(Cc1ccc(cc1)O)C(=O)N2CCCC2C(=O)N)NC(=O)C
pepconf-dlc	230	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC=N2)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNC=N2)C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	112	CC(C)[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)C	CC(C)C(C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C
pepconf-dlc	373	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CCC(=O)N)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	148	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)[C@@H]2CCCN2C(=O)C	CC(C)CC(C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C2CCCN2C(=O)C
pepconf-dlc	132	CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H](CCC(=O)[O-])NC(=O)C	CCC(C)C(C(=O)N)NC(=O)C(CCC(=O)[O-])NC(=O)C
pepconf-dlc	804	CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N)NC(=O)C	CC(C)CC(C(=O)N1CCCC1C(=O)NC(CC2=CNc3c2cccc3)C(=O)N)NC(=O)C
pepconf-dlc	378	CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	424	CC(C)[C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)C)NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)C	CC(C)C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(C(C)C)C(=O)N)NC(=O)C(Cc1ccc(cc1)O)NC(=O)C)NC(=O)C(Cc2ccc(cc2)O)NC(=O)C
pepconf-dlc	215	CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC(C)C)NC(=O)[C@H](CCCC[NH3+])NC(=O)C	CCC(C)C(C(=O)N)NC(=O)C1CSSCC(C(=O)NC(C(=O)N1)CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C
pepconf-dlc	178	CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N)NC(=O)C	CC(C)CC(C(=O)N1CCCC1C(=O)N2CCCC2C(=O)N)NC(=O)C
pepconf-dlc	83	CC[C@H](C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(Cc1ccccc1)C(=O)N)NC(=O)C
pepconf-dlc	397	CC(C)[C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)C)NC(=O)[C@@H]2CCCN2C(=O)C	CC(C)C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(CCSC)C(=O)N)NC(=O)C1CCCN1C(=O)C)NC(=O)C2CCCN2C(=O)C
pepconf-dlc	440	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N	CC(=O)N1CCCC1C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(Cc3ccc(cc3)O)C(=O)N
pepconf-dlc	751	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNc4c3cccc4)C(=O)N)NC(=O)C
pepconf-dlc	303	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	282	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)N
pepconf-dlc	136	CC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CC(=O)N)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	124	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCC[C@H]2C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)N2CCCC2C(=O)N
pepconf-dlc	49	CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CO)C(=O)N	CC(=O)NC(CC(=O)[O-])C(=O)NC(CO)C(=O)N
pepconf-dlc	466	CC[C@H](C)[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)C)C(=O)NCC(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(CSSCC(C(=O)NC(Cc1ccc(cc1)O)C(=O)N)NC(=O)C(C(C)C)NC(=O)C)C(=O)NCC(=O)N)NC(=O)C
pepconf-dlc	149	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	325	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C
pepconf-dlc	205	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N	CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)N
pepconf-dlc	96	CC[C@H](C)[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)C	CCC(C)C(C(=O)NC(CCSC)C(=O)N)NC(=O)C
pepconf-dlc	244	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C
pepconf-dlc	222	CC(=O)N[C@@H](CCC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	262	CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)C	CC(C)CC(C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C
pepconf-dlc	204	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)N1CCCC1C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	51	C[C@@H](C(=O)N)NC(=O)[C@H](CC(=O)[O-])NC(=O)C	CC(C(=O)N)NC(=O)C(CC(=O)[O-])NC(=O)C
pepconf-dlc	70	c1ccc(cc1)C[C@H]2C(=O)N[C@H]3CSSC[C@@H](C(=O)NCC(=O)N4CCC[C@H]4C(=O)N2)NC(=O)[C@@H](NC(=O)[C@@H]5CCCN5C(=O)CNC3=O)Cc6ccccc6	c1ccc(cc1)CC2C(=O)NC3CSSCC(C(=O)NCC(=O)N4CCCC4C(=O)N2)NC(=O)C(NC(=O)C5CCCN5C(=O)CNC3=O)Cc6ccccc6
pepconf-dlc	54	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](C)NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(C)NC(=O)C)O
pepconf-dlc	158	CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](C)C(=O)N)NC(=O)[C@H](CO)NC(=O)C)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)C	CCC(C)C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C)NC(=O)C(Cc1ccc(cc1)O)NC(=O)C
pepconf-dlc	594	CC(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N)NC(=O)[C@H](CCC(=O)[O-])NC(=O)C)C(=O)N[C@@H](CC2=CNC=N2)C(=O)N	CC(=O)NC(CCC(=O)[O-])C(=O)NC(CSSCC(C(=O)NC(CC1=CNC=N1)C(=O)N)NC(=O)C(CCC(=O)[O-])NC(=O)C)C(=O)NC(CC2=CNC=N2)C(=O)N
pepconf-dlc	593	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CNc3c2cccc3)C(=O)N
pepconf-dlc	406	CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)N1CCCC1C(=O)N)NC(=O)C
pepconf-dlc	100	CC(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CS)C(=O)N	CC(=O)NC(CCC(=O)[O-])C(=O)NC(CS)C(=O)N
pepconf-dlc	318	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(CC1=CNC=N1)C(=O)NC(CCSC)C(=O)N)NC(=O)C
pepconf-dlc	140	CC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N	CC(=O)NC(CCCC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)N
pepconf-dlc	491	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCC[NH3+])C(=O)N)NC(=O)CNC(=O)C)NC(=O)[C@H](C(C)C)NC(=O)C)O	CC(C)C(C(=O)NC(CSSCC(C(=O)NC(CCCC[NH3+])C(=O)N)NC(=O)CNC(=O)C)C(=O)NC(C(C)O)C(=O)N)NC(=O)C
pepconf-dlc	153	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(=O)N2CCC[C@H]2C(=O)N	CC(=O)N1CCCC1C(=O)NC(CCSC)C(=O)N2CCCC2C(=O)N
pepconf-dlc	516	CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(Cc1ccc(cc1)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)N)NC(=O)C
pepconf-dlc	708	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCSC)C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	358	CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)NC(=O)[C@H](CCCC[NH3+])NC(=O)C	CC(C)CC(C(=O)NC(C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)N)NC(=O)C(CCCC[NH3+])NC(=O)C
pepconf-dlc	108	C[C@@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)N3CCC[C@H]3C(=O)NCC(=O)N1	CC1C(=O)N2CCCC2C(=O)NCC(=O)N3CCCC3C(=O)NCC(=O)N1
pepconf-dlc	380	CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N)NC(=O)C	CC(C)CC(C(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCC(=O)O)C(=O)N)NC(=O)C
pepconf-dlc	177	C[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)NCC(=O)N1)Cc3ccccc3	CC1C(=O)NCC(=O)N2CCCC2C(=O)NC(C(=O)NCC(=O)N1)Cc3ccccc3
pepconf-dlc	392	CC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNC=N1)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	431	CC(=O)NCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N	CC(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(Cc1ccc(cc1)O)C(=O)N
pepconf-dlc	57	C[C@@H](C(=O)N)NC(=O)[C@H](CCC(=O)[O-])NC(=O)C	CC(C(=O)N)NC(=O)C(CCC(=O)[O-])NC(=O)C
pepconf-dlc	350	CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC=N1)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	425	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	772	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCC(=O)N)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)N3CCCC3C(=O)NC(CCC(=O)N)C(=O)N
pepconf-dlc	456	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)C)NC(=O)[C@H](CC(=O)N)NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CCCNC(=[NH2+])N)NC(=O)C)NC(=O)C(CC(=O)N)NC(=O)C)O
pepconf-dlc	629	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNC=N3)C(=O)N
pepconf-dlc	374	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)N
pepconf-dlc	327	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC=N1)C(=O)N
pepconf-dlc	66	CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CO)C(=O)N	CC(=O)NC(CCCNC(=[NH2+])N)C(=O)NC(CO)C(=O)N
pepconf-dlc	1111	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N[C@@H](CC4=CNc5c4cccc5)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(Cc3ccc(cc3)O)C(=O)NC(CC4=CNc5c4cccc5)C(=O)N
pepconf-dlc	131	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCC(=O)[O-])C(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)C)NC(=O)[C@H](CC(=O)N)NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(CSSCC(C(=O)NC(CCC(=O)[O-])C(=O)N)NC(=O)C(C(C)O)NC(=O)C)NC(=O)C(CC(=O)N)NC(=O)C)O
pepconf-dlc	60	CC(=O)NCC(=O)N[C@@H](CO)C(=O)N	CC(=O)NCC(=O)NC(CO)C(=O)N
pepconf-dlc	67	CC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCSC)C(=O)N	CC(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)N
pepconf-dlc	603	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNc3c2cccc3)C(=O)N[C@@H](CC4=CNC=N4)C(=O)N	CC(=O)N1CCCC1C(=O)NC(CC2=CNc3c2cccc3)C(=O)NC(CC4=CNC=N4)C(=O)N
pepconf-dlc	245	CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	462	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNC=N3)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	126	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CC2=CNC=N2)C(=O)N)NC(=O)[C@H](Cc3ccc(cc3)O)NC(=O)C)C(=O)N[C@@H](CC4=CNC=N4)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CSSCC(C(=O)NC(CC2=CNC=N2)C(=O)N)NC(=O)C(Cc3ccc(cc3)O)NC(=O)C)C(=O)NC(CC4=CNC=N4)C(=O)N
pepconf-dlc	263	CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N	CC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)N
pepconf-dlc	42	C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CCCC[NH3+])NC(=O)C)O	CC(C(C(=O)N)NC(=O)C(CCCC[NH3+])NC(=O)C)O
pepconf-dlc	104	CC(=O)N[C@@H](CC1=CNc2c1cccc2)C(=O)N[C@@H](CC3=CNc4c3cccc4)C(=O)N[C@@H](CC5=CNc6c5cccc6)C(=O)N	CC(=O)NC(CC1=CNc2c1cccc2)C(=O)NC(CC3=CNc4c3cccc4)C(=O)NC(CC5=CNc6c5cccc6)C(=O)N
pepconf-dlc	335	CC(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N	CC(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(Cc3ccc(cc3)O)C(=O)N
